project_geographic_district,project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_status_name,project_phase_actual_start_date,project_phase_planned_end_date,project_phase_actual_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure
16,K040,P.S. 40 - BROOKLYN,SCA CIP RESOA,FY16 RESO A ROOFS,Scope,Complete,01/27/2016,06/10/2016,07/07/2017,0,38994.0,33054.0,DSF: 0000822279,False
16,K040,P.S. 40 - BROOKLYN,SCA CIP RESOA,FY16 RESO A ROOFS,Design,In-Progress,08/16/2017,01/22/2018,,138000,103303.0,5423.0,DSF: 0000822279,True
16,K040,P.S. 40 - BROOKLYN,SCA CIP RESOA,FY16 RESO A ROOFS,Construction,PNS,PNS,PNS,PNS,2024000,2024000.0,4783.0,DSF: 0000822279,False
16,K040,P.S. 40 - BROOKLYN,SCA CIP RESOA,FY16 RESO A ROOFS,"CM, F&E",PNS,PNS,PNS,PNS,138000,138000.0,2596.0,DSF: 0000822279,False
5,M501,CHOIR ACAD OF HARLEM - M,DOE - Skilled Trades,UNIVENT CONDENSATE LINES,Construction,In-Progress,10/29/2015,DOES,,DOES,183744.0,183744.0,DSF: 0000832581,False
5,M911,CTR CONT'D ED (UNWED MOTHERS),DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,06/07/2017,DOEL,,DOEL,800.0,0.0,DSF:,True
5,M916,TEACHER'S COLLEGE COMMUNITY SC,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000868039,True
5,M916,TEACHER'S COLLEGE COMMUNITY SC,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Design,PNS,PNS,PNS,PNS,4500,4500.0,0.0,DSF: 0000868039,False
5,M916,TEACHER'S COLLEGE COMMUNITY SC,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Construction,PNS,PNS,PNS,PNS,66000,66000.0,0.0,DSF: 0000868039,False
5,M916,TEACHER'S COLLEGE COMMUNITY SC,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,4500,4500.0,0.0,DSF: 0000868039,False
5,M916,TEACHER'S COLLEGE COMMUNITY SC,DOE- RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Construction,In-Progress,03/01/2017,DOER,,80000,28207.0,28207.0,DSF: 0000844847,False
5,M970,THURGOOD MARSHALL ACADEMY - MA,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000868058,True
5,M970,THURGOOD MARSHALL ACADEMY - MA,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,2100,2100.0,0.0,DSF: 0000868058,False
5,M970,THURGOOD MARSHALL ACADEMY - MA,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,30800,30800.0,0.0,DSF: 0000868058,False
5,M970,THURGOOD MARSHALL ACADEMY - MA,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,2100,2100.0,0.0,DSF: 0000868058,False
5,M970,THURGOOD MARSHALL ACADEMY - MA,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,29096.0,0.0,DSF: 0000777135,True
6,M004,P.S. 4 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000867356,True
6,M004,P.S. 4 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Design,PNS,PNS,PNS,PNS,6000,6000.0,0.0,DSF: 0000867356,False
6,M004,P.S. 4 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Construction,PNS,PNS,PNS,PNS,88000,88000.0,0.0,DSF: 0000867356,False
6,M004,P.S. 4 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,"CM, F&E",PNS,PNS,PNS,PNS,6000,6000.0,0.0,DSF: 0000867356,False
6,M004,P.S. 4 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,426232.0,0.0,DSF: 0000777056,True
6,M004,P.S. 4 - MANHATTAN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/08/2017,01/15/2018,07/27/2017,100000,99241.0,99241.0,DSF: 0000844386,False
6,M005,P.S. 5,SCA CIP,FIRE ALARM SYSTEM/SMOKE DAMPERS,Scope,Complete,02/04/2011,05/05/2011,04/26/2011,36107,28510.0,20986.0,"DSF: 0000717814, 0000739062",False
6,M005,P.S. 5,SCA CIP,FIRE ALARM SYSTEM/SMOKE DAMPERS,Design,Complete,05/31/2011,12/02/2011,04/02/2012,118503,342991.0,336164.0,"DSF: 0000717814, 0000739062",True
6,M005,P.S. 5,SCA CIP,FIRE ALARM SYSTEM/SMOKE DAMPERS,Construction,Complete,06/25/2012,09/17/2013,08/18/2017,1756551,1449995.0,1358714.0,"DSF: 0000717814, 0000739062",False
6,M005,P.S. 5,SCA CIP,FIRE ALARM SYSTEM/SMOKE DAMPERS,"CM, F&E",Complete,06/25/2012,09/17/2013,08/18/2017,202133,219921.0,219921.0,"DSF: 0000717814, 0000739062",False
6,M005,P.S. 5 - MANHATTAN,SCA CIP,PARAPETS/ROOFS/WINDOWS/PLAYGROUND REDEVELOPMENT,Scope,Complete,08/26/2014,01/14/2015,11/20/2014,191551,129816.0,128005.0,"DSF: 0000800299, 0000800300, 0000821734, 0000866168",False
6,M005,P.S. 5 - MANHATTAN,SCA CIP,PARAPETS/ROOFS/WINDOWS/PLAYGROUND REDEVELOPMENT,Design,Complete,12/02/2014,05/05/2015,07/23/2015,756200,418920.0,411920.0,"DSF: 0000800299, 0000800300, 0000821734, 0000866168",False
6,M005,P.S. 5 - MANHATTAN,SCA CIP,PARAPETS/ROOFS/WINDOWS/PLAYGROUND REDEVELOPMENT,Construction,In-Progress,12/21/2015,06/12/2017,,13281251,12315121.0,10205884.0,"DSF: 0000800299, 0000800300, 0000821734, 0000866168",False
6,M005,P.S. 5 - MANHATTAN,SCA CIP,PARAPETS/ROOFS/WINDOWS/PLAYGROUND REDEVELOPMENT,"CM, F&E",In-Progress,12/21/2015,06/12/2017,,1023900,728513.0,459636.0,"DSF: 0000800299, 0000800300, 0000821734, 0000866168",False
6,M005,P.S. 5 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,416065.0,0.0,DSF: 0000777057,True
6,M008,P.S. 8 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,385290.0,0.0,DSF: 0000777059,True
6,M008,P.S. 8 - MANHATTAN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/19/2017,01/15/2018,09/29/2017,35000,34733.0,34733.0,DSF: 0000845378,False
6,M028,P.S. 28 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SAFETY SYSTEMS,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000867372,True
6,M028,P.S. 28 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SAFETY SYSTEMS,Design,PNS,PNS,PNS,PNS,6000,6000.0,0.0,DSF: 0000867372,False
6,M028,P.S. 28 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SAFETY SYSTEMS,Construction,PNS,PNS,PNS,PNS,88000,88000.0,0.0,DSF: 0000867372,False
6,M028,P.S. 28 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SAFETY SYSTEMS,"CM, F&E",PNS,PNS,PNS,PNS,6000,6000.0,0.0,DSF: 0000867372,False
6,M028,P.S. 28 - MANHATTAN,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Scope,Complete,06/29/2017,08/31/2017,11/03/2017,0,316.0,316.0,DSF: 0000822829,False
6,M028,P.S. 28 - MANHATTAN,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Design,PNS,PNS,PNS,PNS,3000,31665.0,1262.0,DSF: 0000822829,False
6,M028,P.S. 28 - MANHATTAN,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,44000,469051.0,0.0,DSF: 0000822829,False
6,M028,P.S. 28 - MANHATTAN,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,3000,31981.0,3966.0,DSF: 0000822829,False
6,M028,P.S. 28 - MANHATTAN,SCA IEH,SOIL INVESTIGATION AND REMEDIATION,Construction,Complete,03/22/2016,IEH,07/20/2017,IEH,94528.0,74000.0,DSF: 0000843734,False
6,M028,P.S. 28 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,410404.0,0.0,DSF: 0000777072,True
6,M028,P.S. 28 - MANHATTAN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/08/2017,01/15/2018,10/05/2017,52000,51605.0,51605.0,DSF: 0000845249,False
6,M028,P.S. 28 - MANHATTAN,DOE- RESOA,FY17 RESO A SCIENCE LAB UPGRADES,Construction,In-Progress,06/25/2017,DOER,,100000,135317.0,135317.0,DSF: 0000844202,False
6,M048,P.S. 48 - MANHATTAN,SCA CIP,TCU REMOVAL / PLAYGROUND REDEVELOPMENT,Scope,Complete,02/13/2015,05/14/2015,04/15/2015,22920,1891.0,1891.0,DSF: 0000821796,False
6,M048,P.S. 48 - MANHATTAN,SCA CIP,TCU REMOVAL / PLAYGROUND REDEVELOPMENT,Design,Complete,05/14/2015,09/29/2015,09/17/2015,91680,8385.0,8385.0,DSF: 0000821796,False
6,M048,P.S. 48 - MANHATTAN,SCA CIP,TCU REMOVAL / PLAYGROUND REDEVELOPMENT,Construction,In-Progress,05/15/2017,09/11/2018,,1719000,1549678.0,278888.0,DSF: 0000821796,False
6,M048,P.S. 48 - MANHATTAN,SCA CIP,TCU REMOVAL / PLAYGROUND REDEVELOPMENT,"CM, F&E",In-Progress,05/15/2017,09/11/2018,,106960,29629.0,29629.0,DSF: 0000821796,False
6,M048,P.S. 48 - MANHATTAN,SCA CIP,FIRE ALARM/CERTIFICATE OF OCCUPANCY,Scope,Complete,09/07/2016,12/08/2016,10/27/2017,50585,50984.0,19628.0,"DSF: 0000830576, 0000844690",False
6,M048,P.S. 48 - MANHATTAN,SCA CIP,FIRE ALARM/CERTIFICATE OF OCCUPANCY,Design,In-Progress,11/07/2017,05/14/2018,,185478,185478.0,20511.0,"DSF: 0000830576, 0000844690",False
6,M048,P.S. 48 - MANHATTAN,SCA CIP,FIRE ALARM/CERTIFICATE OF OCCUPANCY,Construction,PNS,PNS,PNS,PNS,1964373,1964373.0,326.0,"DSF: 0000830576, 0000844690",False
6,M048,P.S. 48 - MANHATTAN,SCA CIP,FIRE ALARM/CERTIFICATE OF OCCUPANCY,"CM, F&E",PNS,PNS,PNS,PNS,455263,455263.0,5120.0,"DSF: 0000830576, 0000844690",False
6,M048,P.S. 48 - MANHATTAN,Fast Track Projects,CTF ROOM CONVERSION,Construction,Complete,05/01/2017,FTK,12/07/2017,FTK,1469951.0,1320046.0,DSF: 0000821954,False
6,M048,P.S. 48 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,288127.0,0.0,DSF: 0000777085,True
6,M048,P.S. 48 - MANHATTAN,DOE - Skilled Trades,WATER HEATER,Construction,In-Progress,04/04/2017,DOES,,DOES,43233.0,42155.0,DSF: 0000865720,False
6,M052,J.H.S. 52 - MANHATTAN,SCA CIP,FLOOD ELIMINATION/EXTERIOR MASONRY,Scope,Complete,01/29/2014,06/13/2014,07/31/2014,50511,87882.0,73738.0,"DSF: 0000785181, 0000785184",False
6,M052,J.H.S. 52 - MANHATTAN,SCA CIP,FLOOD ELIMINATION/EXTERIOR MASONRY,Design,Complete,10/08/2014,03/16/2015,10/02/2015,193960,126399.0,103923.0,"DSF: 0000785181, 0000785184",False
6,M052,J.H.S. 52 - MANHATTAN,SCA CIP,FLOOD ELIMINATION/EXTERIOR MASONRY,Construction,In-Progress,07/24/2017,01/14/2019,,2911211,2630503.0,22203.0,"DSF: 0000785181, 0000785184",False
6,M052,J.H.S. 52 - MANHATTAN,SCA CIP,FLOOD ELIMINATION/EXTERIOR MASONRY,"CM, F&E",In-Progress,07/24/2017,01/14/2019,,340808,120232.0,120232.0,"DSF: 0000785181, 0000785184",False
6,M052,J.H.S. 52 - MANHATTAN,SCA CIP RESOA,RESO A- ATHLETIC FIELD COVERING,Scope,PNS,PNS,PNS,PNS,0,37850.0,37850.0,DSF: 0000752922,False
6,M052,J.H.S. 52 - MANHATTAN,SCA CIP RESOA,RESO A- ATHLETIC FIELD COVERING,Design,PNS,PNS,PNS,PNS,89880,73955.0,7365.0,DSF: 0000752922,False
6,M052,J.H.S. 52 - MANHATTAN,SCA CIP RESOA,RESO A- ATHLETIC FIELD COVERING,Construction,PNS,PNS,PNS,PNS,1318237,1639812.0,44.0,DSF: 0000752922,False
6,M052,J.H.S. 52 - MANHATTAN,SCA CIP RESOA,RESO A- ATHLETIC FIELD COVERING,"CM, F&E",PNS,PNS,PNS,PNS,89880,111805.0,48.0,DSF: 0000752922,False
6,M052,J.H.S. 52 - MANHATTAN,SCA IEH,IEH PO18-ROOM 131,Construction,In-Progress,09/06/2017,IEH,,IEH,31398.0,3002.0,DSF: 0000048571,False
6,M052,J.H.S. 52 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,146857.0,0.0,DSF: 0000777086,True
6,M052,J.H.S. 52 - MANHATTAN,DOE- RESOA,FY14 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,150000,150000.0,0.0,DSF: 0000798714,False
6,M090,I.S. 324 - MANHATTAN,DOE- RESOA,FY14 RESO A LOCKER REPLACMENT,Construction,In-Progress,12/13/2016,DOER,,75000,6751.0,0.0,DSF: 0000799957,False
6,M090,I.S. 324 - MANHATTAN,DOE- RESOA,FY15 RESO A PLAYGROUND REDEVELOPMEN,Construction,Complete,10/31/2016,09/05/2017,09/05/2017,50000,43844.0,43844.0,DSF: 0000800356,False
6,M090,I.S. 319 - MANHATTAN,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,Complete,09/14/2016,09/13/2017,09/13/2017,DOES,95873.0,95873.0,DSF: 0000844707,False
6,M090,I.S. 319 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/06/2017,DOES,,DOES,170000.0,0.0,DSF: 0000865999,True
6,M098,P.S. 98 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000867349,True
6,M098,P.S. 98 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Design,PNS,PNS,PNS,PNS,2880,2880.0,0.0,DSF: 0000867349,False
6,M098,P.S. 98 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Construction,PNS,PNS,PNS,PNS,42240,42240.0,0.0,DSF: 0000867349,False
6,M098,P.S. 98 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,"CM, F&E",PNS,PNS,PNS,PNS,2880,2880.0,0.0,DSF: 0000867349,False
6,M098,P.S. 98 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,364503.0,0.0,DSF: 0000777111,True
6,M115,P.S. 115 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,Complete,02/08/2017,06/09/2017,05/16/2017,0,12426.0,0.0,DSF: 0000844915,True
6,M115,P.S. 115 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Design,PNS,PNS,PNS,PNS,22122,55199.0,0.0,DSF: 0000844915,False
6,M115,P.S. 115 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Construction,PNS,PNS,PNS,PNS,324449,991833.0,0.0,DSF: 0000844915,False
6,M115,P.S. 115 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,22122,67625.0,49.0,DSF: 0000844915,False
6,M115,P.S. 115 - MANHATTAN,SCA IEH,IEH PO18-KITCHEN,Construction,Complete,10/28/2014,IEH,11/22/2014,IEH,13785.0,4847.0,DSF: 0000032516,False
6,M115,P.S. 115 - MANHATTAN,SCA IEH,IEH PO18-GYMNASIUM,Construction,Complete,05/31/2017,IEH,07/22/2017,IEH,83116.0,9146.0,DSF: 0000047067,False
6,M115,P.S. 115 - MANHATTAN,SCA IEH,"IEH PO18-ROOMS 316,311,310",Construction,Complete,07/17/2017,IEH,08/05/2017,IEH,18837.0,3632.0,DSF: 0000047665,False
6,M115,P.S. 115 - MANHATTAN,SCA IEH,IEH PO18-ROOM 301,Construction,Complete,09/29/2017,IEH,10/01/2017,IEH,20754.0,5190.0,DSF: 0000048826,False
6,M115,P.S. 115 - MANHATTAN,SCA IEH,IEH PO18-ROOM 303,Construction,Complete,10/06/2017,IEH,10/22/2017,IEH,22416.0,5408.0,DSF: 0000048926,False
6,M115,P.S. 115 - MANHATTAN,SCA IEH,IEH PO18-ROOM 304,Construction,Complete,10/24/2017,IEH,11/19/2017,IEH,18443.0,3500.0,DSF: 0000049086,False
6,M115,P.S. 115 - MANHATTAN,Fast Track Projects,CTF ROOM CONVERSION,Construction,In-Progress,07/19/2014,FTK,,FTK,537320.0,472742.0,DSF: 0000799499,False
6,M115,P.S. 115 - MANHATTAN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/15/2017,01/15/2018,11/16/2017,100000,99247.0,99247.0,DSF: 0000844669,False
6,M115,P.S. 115 - MANHATTAN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/15/2017,01/15/2018,11/16/2017,35000,34738.0,34738.0,DSF: 0000845369,False
6,M115,P.S. 115 - MANHATTAN,DOE- RESOA,FY15 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,07/05/2017,DOER,,116017,116017.0,116017.0,DSF: 0000800426,False
6,M115,P.S. 115 - MANHATTAN,DOE - Skilled Trades,ACE STEAM SYSTEM OPTIMIZATION,Construction,In-Progress,10/24/2016,DOES,,DOES,99732.0,99732.0,DSF: 0000809139,False
6,M128,P.S. 128 - MANHATTAN,SCA CIP,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,Scope,Complete,07/11/2013,12/12/2013,09/26/2013,101850,106106.0,106106.0,"DSF: 0000763346, 0000775601",False
6,M128,P.S. 128 - MANHATTAN,SCA CIP,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,Design,Complete,10/17/2013,03/24/2014,05/28/2014,407400,374590.0,364470.0,"DSF: 0000763346, 0000775601",False
6,M128,P.S. 128 - MANHATTAN,SCA CIP,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,Construction,In-Progress,02/13/2017,05/08/2018,,7638751,8089898.0,4632945.0,"DSF: 0000763346, 0000775601",False
6,M128,P.S. 128 - MANHATTAN,SCA CIP,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,"CM, F&E",In-Progress,02/13/2017,05/08/2018,,475300,529516.0,505142.0,"DSF: 0000763346, 0000775601",False
6,M128,P.S. 128 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Scope,In-Progress,12/13/2017,02/13/2018,,0,102.0,102.0,DSF: 0000867227,True
6,M128,P.S. 128 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Design,PNS,PNS,PNS,PNS,18000,17898.0,410.0,DSF: 0000867227,False
6,M128,P.S. 128 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,264000,264000.0,0.0,DSF: 0000867227,False
6,M128,P.S. 128 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,18000,18000.0,1089.0,DSF: 0000867227,False
6,M128,P.S. 128 - MANHATTAN,SCA IEH,IEH PO18-3RD FL CORRIDOR,Construction,Complete,05/15/2017,IEH,07/26/2017,IEH,236485.0,13338.0,DSF: 0000046748,False
6,M128,P.S. 128 - MANHATTAN,SCA IEH,IEH PO18-2ND FL CORRIDOR,Construction,Complete,07/25/2017,IEH,08/16/2017,IEH,0.0,0.0,DSF: 0000047806,True
6,M128,P.S. 128 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/06/2017,DOES,,DOES,170000.0,2210.0,DSF: 0000866005,False
6,M132,P.S. 132 - MANHATTAN,SCA CIP,DEFECTIVE WROUGHT IRON FENCE & HANDRAILS,Scope,Complete,04/06/2015,07/06/2015,06/15/2015,26751,23092.0,23092.0,DSF: 0000809387,False
6,M132,P.S. 132 - MANHATTAN,SCA CIP,DEFECTIVE WROUGHT IRON FENCE & HANDRAILS,Design,Complete,09/09/2015,01/28/2016,03/01/2016,107003,93561.0,76626.0,DSF: 0000809387,False
6,M132,P.S. 132 - MANHATTAN,SCA CIP,DEFECTIVE WROUGHT IRON FENCE & HANDRAILS,Construction,PNS,PNS,PNS,PNS,2006315,2006315.0,13455.0,DSF: 0000809387,False
6,M132,P.S. 132 - MANHATTAN,SCA CIP,DEFECTIVE WROUGHT IRON FENCE & HANDRAILS,"CM, F&E",PNS,PNS,PNS,PNS,124837,124837.0,43923.0,DSF: 0000809387,False
6,M132,P.S. 132 - MANHATTAN,SCA CIP,WATER INFILTRATION,Scope,Complete,09/13/2017,02/01/2018,12/18/2017,117130,38249.0,1507.0,DSF: 0000853418,False
6,M132,P.S. 132 - MANHATTAN,SCA CIP,WATER INFILTRATION,Design,PNS,PNS,PNS,PNS,468521,468521.0,6029.0,DSF: 0000853418,False
6,M132,P.S. 132 - MANHATTAN,SCA CIP,WATER INFILTRATION,Construction,PNS,PNS,PNS,PNS,8784774,8784774.0,125.0,DSF: 0000853418,False
6,M132,P.S. 132 - MANHATTAN,SCA CIP,WATER INFILTRATION,"CM, F&E",PNS,PNS,PNS,PNS,546608,546608.0,5191.0,DSF: 0000853418,False
6,M132,P.S. 132 - MANHATTAN,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,Scope,Complete,11/16/2016,02/17/2017,01/06/2017,0,22187.0,2989.0,DSF: 0000822927,False
6,M132,P.S. 132 - MANHATTAN,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,Design,PNS,PNS,PNS,PNS,30000,11954.0,11954.0,DSF: 0000822927,False
6,M132,P.S. 132 - MANHATTAN,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,Construction,PNS,PNS,PNS,PNS,440000,440000.0,9693.0,DSF: 0000822927,False
6,M132,P.S. 132 - MANHATTAN,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",PNS,PNS,PNS,PNS,30000,30000.0,6364.0,DSF: 0000822927,False
6,M132,DOS PUENTES ELEMENTARY SCHOOL,SCA CIP RESOA,FY18 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000866350,True
6,M132,DOS PUENTES ELEMENTARY SCHOOL,SCA CIP RESOA,FY18 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,Design,PNS,PNS,PNS,PNS,12000,12000.0,0.0,DSF: 0000866350,False
6,M132,DOS PUENTES ELEMENTARY SCHOOL,SCA CIP RESOA,FY18 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,Construction,PNS,PNS,PNS,PNS,176000,176000.0,0.0,DSF: 0000866350,False
6,M132,DOS PUENTES ELEMENTARY SCHOOL,SCA CIP RESOA,FY18 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,12000,12000.0,0.0,DSF: 0000866350,False
6,M132,P.S. 132 - MANHATTAN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000867266,True
6,M132,P.S. 132 - MANHATTAN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Design,PNS,PNS,PNS,PNS,2880,2880.0,0.0,DSF: 0000867266,False
6,M132,P.S. 132 - MANHATTAN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Construction,PNS,PNS,PNS,PNS,42240,42240.0,0.0,DSF: 0000867266,False
6,M132,P.S. 132 - MANHATTAN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,2880,2880.0,0.0,DSF: 0000867266,False
6,M132,P.S. 132 - MANHATTAN,SCA IEH,IEH PO18-ROOM 502,Construction,Complete,10/06/2017,IEH,10/08/2017,IEH,15619.0,3288.0,DSF: 0000048925,False
6,M132,DOS PUENTES ELEMENTARY SCHOOL,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,11/17/2017,01/25/2018,,35000,34734.0,34734.0,DSF: 0000845368,True
6,M132,P.S. 132 - MANHATTAN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/16/2017,01/15/2018,08/10/2017,35000,34736.0,34736.0,DSF: 0000845371,False
6,M143,I.S. 348 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000866354,True
6,M143,I.S. 348 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,Design,PNS,PNS,PNS,PNS,4080,4080.0,0.0,DSF: 0000866354,False
6,M143,I.S. 348 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,Construction,PNS,PNS,PNS,PNS,59840,59840.0,0.0,DSF: 0000866354,False
11,X722,X721 SPED - BRONX,SCA CIP,EXT MSNRY WATER PENETR/WINDOW/ROOF/ FLOOD/PARAPET,"CM, F&E",PNS,PNS,PNS,PNS,938858,37088.0,37088.0,"DSF: 0000775579, 0000775993, 0000775994, 0000775995, 0000776000",False
11,X722,X721 SPED - BRONX,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Scope,Complete,01/09/2015,06/11/2015,04/10/2015,80860,74670.0,73280.0,"DSF: 0000797329, 0000798330",False
11,X722,X721 SPED - BRONX,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Design,Complete,04/17/2015,09/17/2015,11/23/2015,323438,195263.0,176953.0,"DSF: 0000797329, 0000798330",False
11,X722,X721 SPED - BRONX,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Construction,In-Progress,07/13/2016,01/03/2018,,6064459,5497764.0,4257240.0,"DSF: 0000797329, 0000798330",False
