project_geographic_district,project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_status_name,project_phase_actual_start_date,project_phase_planned_end_date,project_phase_actual_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure
8,X152,P.S. 152 - BRONX,SCA CIP,WINDOWS,Design,Complete,02/07/2017,07/10/2017,04/07/2017,226620,181441.0,181435.0,DSF: 0000796259,False
8,X152,P.S. 152 - BRONX,SCA IEH,"IEH PO18-RMS 120,121,122,123,124,125 & 126",Construction,Complete,05/16/2017,IEH,08/12/2017,IEH,158252.0,8750.0,DSF: 0000046785,False
8,X152,P.S. 152 - BRONX,SCA IEH,"IEH PO18-RMS 118,119,120,121,122,123,124,125,126",Construction,Complete,09/20/2017,IEH,12/31/2017,IEH,2372.0,1872.0,DSF: 0000048673,False
8,X174,BRONX MATH PREP - BRONX,SCA CIP,PAVED AREAS-CONCRETE,Scope,Complete,06/30/2015,09/29/2015,10/06/2015,14100,63727.0,63016.0,DSF: 0000819760,True
8,X174,BRONX MATH PREP - BRONX,SCA CIP,PAVED AREAS-CONCRETE,Design,Complete,12/30/2015,05/16/2016,05/12/2016,51700,61385.0,54451.0,DSF: 0000819760,False
8,X174,BRONX MATH PREP - BRONX,SCA CIP,PAVED AREAS-CONCRETE,Construction,Complete,08/01/2016,01/27/2017,07/07/2017,547550,726568.0,500550.0,DSF: 0000819760,False
8,X174,BRONX MATH PREP - BRONX,SCA CIP,PAVED AREAS-CONCRETE,"CM, F&E",Complete,08/01/2016,01/27/2017,07/07/2017,126900,111039.0,102930.0,DSF: 0000819760,False
8,X192,I.S. 371 - BRONX,SCA CIP RESOA,RESO A AIR SUPPLEMENTAL COOLING,Scope,Complete,07/18/2017,09/18/2017,08/10/2017,0,1164.0,1164.0,DSF: 0000866745,False
8,X192,I.S. 371 - BRONX,SCA CIP RESOA,RESO A AIR SUPPLEMENTAL COOLING,Design,Complete,08/11/2017,11/16/2017,11/29/2017,2100,4655.0,4655.0,DSF: 0000866745,True
8,X192,I.S. 371 - BRONX,SCA IEH,"IEH PO18-RM 212, 3RD FL CORRIDOR BY RM 309 & 310",Construction,Complete,07/17/2017,IEH,08/26/2017,IEH,52769.0,4286.0,DSF: 0000047645,False
8,X192,I.S. 371 - BRONX,SCA IEH,IEH PO18-ROOM 318,Construction,Complete,08/29/2017,IEH,11/18/2017,IEH,44473.0,4950.0,DSF: 0000048406,False
8,X192,BRONX DELTA SCHOOL,Trust For Public Lan,FY16 RESO A PLAYGROUND REDEVELOPMENT,Scope,Complete,12/01/2015,01/20/2016,01/20/2016,50000,50000.0,50000.0,DSF: 0000822712,False
8,X192,BRONX DELTA SCHOOL,Trust For Public Lan,FY16 RESO A PLAYGROUND REDEVELOPMENT,Design,Complete,01/01/2016,06/03/2016,06/03/2016,150000,150000.0,150000.0,DSF: 0000822712,False
8,X192,BRONX DELTA SCHOOL,Trust For Public Lan,FY16 RESO A PLAYGROUND REDEVELOPMENT,Construction,Complete,12/15/2016,12/01/2017,09/14/2017,1875000,1875000.0,1800000.0,DSF: 0000822712,False
8,X192,BRONX DELTA SCHOOL,Trust For Public Lan,FY16 RESO A PLAYGROUND REDEVELOPMENT,F&E,Complete,06/01/2016,12/01/2016,12/01/2016,134000,134000.0,134000.0,DSF: 0000822712,False
8,X317,P.S. 317 - BRONX,SCA Capacity,NEW SCHOOL,Scope,Complete,04/29/2013,11/12/2013,11/15/2013,987879,832473.0,831794.0,DSF: 0000752870,False
8,X317,P.S. 317 - BRONX,SCA Capacity,NEW SCHOOL,Design,Complete,11/18/2013,05/01/2014,05/20/2014,3704545,3642404.0,3183730.0,DSF: 0000752870,False
8,X317,P.S. 317 - BRONX,SCA Capacity,NEW SCHOOL,Construction,Complete,12/01/2014,05/18/2017,09/01/2017,55568179,53022522.0,51243923.0,DSF: 0000752870,False
8,X317,P.S. 317 - BRONX,SCA Capacity,NEW SCHOOL,"CM,Art,F&E",Complete,12/01/2014,05/18/2017,09/01/2017,7262121,6909176.0,6121006.0,DSF: 0000752870,False
8,X392,M.S./H.S. 269 - BRONX,DOE - Skilled Trades,GAS SERVICE LINES,Construction,Complete,02/07/2017,04/13/2017,04/13/2017,DOES,201082.0,201082.0,DSF: 0000844108,False
8,X405,LEHMAN HS,SCA CIP,CTF SCHOOL BASED HEALTH CENTER,Scope,Complete,06/04/2007,06/22/2007,06/22/2007,15345,18978.0,18766.0,DSF: 0000003832,False
8,X405,LEHMAN HS,SCA CIP,CTF SCHOOL BASED HEALTH CENTER,Design,Complete,06/23/2007,08/24/2007,08/24/2007,56266,89999.0,89610.0,DSF: 0000003832,False
8,X405,HERBERT H. LEHMAN HS - X,SCA CIP,SANDY ELEC/HEAT/FLOOD/CLIM/SINK HOLES/PLUMBING,Scope,Complete,02/07/2014,07/10/2014,04/22/2014,455868,272457.0,272417.0,"DSF: 0000796932, 0000796936, 0000796941, 0000796942, 0000796955, 0000799437",False
8,X405,HERBERT H. LEHMAN HS - X,SCA CIP,SANDY ELEC/HEAT/FLOOD/CLIM/SINK HOLES/PLUMBING,Design,Complete,04/22/2014,09/22/2014,11/18/2014,1816788,1326362.0,1260700.0,"DSF: 0000796932, 0000796936, 0000796941, 0000796942, 0000796955, 0000799437",False
8,X405,HERBERT H. LEHMAN HS - X,SCA CIP,STRUCTURAL DEFECTS,Scope,Complete,01/27/2017,06/13/2017,06/30/2017,9760,15221.0,2453.0,DSF: 0000863983,False
8,X405,HERBERT H. LEHMAN HS - X,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,Complete,09/14/2017,01/18/2018,10/16/2017,13810,3941.0,3941.0,DSF: 0000867076,False
8,X405,HERBERT H. LEHMAN HS - X,SCA CIP RESOA,FY17 RESO A LIBRARY UPGRADE,Scope,Complete,07/25/2017,11/27/2017,08/22/2017,0,13346.0,13346.0,DSF: 0000844994,False
8,X450,GATEWAY SCH FOR RES & TECH - X,SCA CIP,CTF-ROOM CONVERISON,Scope,Complete,10/22/2014,02/23/2015,03/20/2015,21449,30581.0,28049.0,DSF: 0000821580,False
14,K110,P.S. 110 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/07/2017,07/07/2017,08/29/2017,100000,99244.0,99244.0,DSF: 0000844289,False
14,K110,P.S. 110 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,03/22/2017,DOEL,12/13/2017,DOEL,610.0,610.0,DSF:,False
14,K120,P.S. 120 - BROOKLYN,SCA IEH,IEH PO18-RM 106,Construction,Complete,06/21/2017,IEH,10/01/2017,IEH,28165.0,3836.0,DSF: 0000047406,False
14,K120,P.S. 120 - BROOKLYN,SCA IEH,"IEH PO18-AUDITORIUM ROOFING MATERIAL, MEMBRANE & I",Construction,Complete,08/10/2017,IEH,10/20/2017,IEH,828.0,828.0,DSF: 0000048110,False
14,K126,J.H.S. 126 - BROOKLYN,SCA CIP RESOA,FY17 RESO A SUPPLEMENTAL COOLING,Scope,Complete,08/30/2017,10/30/2017,10/19/2017,0,856.0,856.0,DSF: 0000844842,False
14,K147,P.S. 147 - BROOKLYN,SCA CIP RESOA,FY12 RESO A AUDITORIUM PARTITION,Scope,Complete,03/14/2016,07/14/2016,07/25/2016,0,25433.0,25433.0,DSF: 0000843666,False
14,K147,P.S. 147 - BROOKLYN,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Scope,Complete,06/22/2017,08/22/2017,07/18/2017,0,12949.0,2143.0,DSF: 0000822304,False
14,K147,P.S. 147 - BROOKLYN,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Design,Complete,08/03/2017,11/09/2017,10/25/2017,34500,40146.0,8570.0,DSF: 0000822304,False
14,K147,BROOKLYN LATIN HS - BROOKLYN,SCA IEH,"IEH PO18-CLASSROOMS 254, 255, 203, 263, 251, 250",Construction,Complete,05/18/2016,IEH,08/27/2017,IEH,273005.0,9162.0,DSF: 0000041286,False
14,K147,P.S. 147 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/17/2017,01/15/2018,09/14/2017,100000,99248.0,99248.0,DSF: 0000844337,False
14,K147,P.S. 147 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,03/07/2016,DOEL,06/23/2017,DOEL,85437.0,85437.0,DSF:,False
14,K147,P.S. 147 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,03/24/2017,DOEL,06/08/2017,DOEL,671.0,671.0,DSF:,False
14,K157,P.S. 157 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,03/24/2017,DOEL,05/30/2017,DOEL,512.0,512.0,DSF:,False
14,K196,P.S. 196 - BROOKLYN,SCA CIP RESOA,FY16 RESO A ROOM CONVERSION,Scope,Complete,01/11/2016,05/11/2016,03/25/2016,0,9024.0,9024.0,DSF: 0000822825,False
14,K196,P.S. 196 - BROOKLYN,SCA CIP RESOA,FY16 RESO A ROOM CONVERSION,Design,Complete,03/25/2016,08/09/2016,06/30/2016,15025,30642.0,30642.0,DSF: 0000822825,True
14,K196,P.S. 196 - BROOKLYN,SCA CIP RESOA,FY16 RESO A ROOM CONVERSION,Construction,Complete,12/20/2016,07/17/2017,07/17/2017,220370,167064.0,123027.0,DSF: 0000822825,False
14,K196,P.S. 196 - BROOKLYN,SCA CIP RESOA,FY16 RESO A ROOM CONVERSION,"CM, F&E",Complete,12/20/2016,07/17/2017,07/17/2017,53874,59986.0,58019.0,DSF: 0000822825,False
14,K196,P.S. 196 - BROOKLYN,SCA IEH,"IEH PO18-RMS 201,201B,204,204B,205,205B,208,208B",Construction,Complete,06/14/2017,IEH,08/27/2017,IEH,98252.0,4546.0,DSF: 0000047325,False
14,K250,P.S. 250 - BROOKLYN,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,Complete,10/27/2017,F&E,12/12/2017,170000,170000.0,0.0,DSF: 0000844900,False
14,K257,P.S. 257 - BROOKLYN,SCA CIP RESOA,FY15 RESO A SUPPLEMENTAL COOLING,Scope,Complete,06/07/2017,08/07/2017,07/13/2017,0,15912.0,2671.0,DSF: 0000800343,False
14,K257,P.S. 257 - BROOKLYN,SCA CIP RESOA,FY15 RESO A SUPPLEMENTAL COOLING,Design,Complete,07/14/2017,11/13/2017,10/24/2017,24000,50857.0,11534.0,DSF: 0000800343,False
14,K257,P.S. 257 - BROOKLYN,SCA IEH,"IEH PO18-ROOMS 138 PRINCIPAL'S OFFICE,140 MAIN OFF",Construction,Complete,01/03/2017,IEH,07/02/2017,IEH,355383.0,17539.0,DSF: 0000044798,False
14,K297,P.S. 297 - BROOKLYN,SCA IEH,"IEH PO18-RMS 329,327,325,320,318,316,314,312,306-3",Construction,Complete,07/03/2017,IEH,07/30/2017,IEH,24366.0,2352.0,DSF: 0000047468,False
14,K297,P.S. 297 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/15/2017,01/15/2018,07/28/2017,200000,198500.0,198500.0,DSF: 0000844318,False
14,K318,I.S. 318 - BROOKLYN,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,Complete,01/19/2017,F&E,08/09/2017,250000,250000.0,250000.0,DSF: 0000845234,False
14,K380,P.S. 380 - BROOKLYN,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,Complete,02/01/2017,F&E,10/19/2017,104000,104000.0,103795.0,DSF: 0000844357,False
14,K450,"HS OF ENTERPRISE, BUS. & TECH.",SCA CIP RESOA,FY16 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Scope,Complete,03/21/2017,07/19/2017,03/31/2017,0,646.0,646.0,DSF: 0000823548,False
14,K450,"HS OF ENTERPRISE, BUS. & TECH.",SCA CIP RESOA,FY16 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Design,Complete,03/31/2017,09/25/2017,05/16/2017,15000,2586.0,2586.0,DSF: 0000823548,False
14,K450,"HS OF ENTERPRISE, BUS. & TECH.",SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,Complete,01/19/2017,F&E,08/31/2017,104000,104000.0,104000.0,DSF: 0000844242,False
14,K650,WIILIAMSBURG PREP- BROOKLYN,SCA CIP,ROOFS/WINDOWS/PARAPETS/EXT MASONRY,Scope,Complete,12/09/2013,04/25/2014,05/20/2014,178559,161320.0,154975.0,"DSF: 0000761351, 0000783974, 0000783975, 0000783976",False
14,K650,WIILIAMSBURG PREP- BROOKLYN,SCA CIP,ROOFS/WINDOWS/PARAPETS/EXT MASONRY,Design,Complete,06/13/2014,11/14/2014,12/18/2014,708563,480153.0,453075.0,"DSF: 0000761351, 0000783974, 0000783975, 0000783976",False
14,K650,WIILIAMSBURG PREP- BROOKLYN,SCA CIP,ROOFS/WINDOWS/PARAPETS/EXT MASONRY,Construction,Complete,01/19/2016,01/17/2018,11/13/2017,12776799,11975308.0,11651907.0,"DSF: 0000761351, 0000783974, 0000783975, 0000783976",False
14,K650,WIILIAMSBURG PREP- BROOKLYN,SCA CIP,ROOFS/WINDOWS/PARAPETS/EXT MASONRY,"CM, F&E",Complete,01/19/2016,01/17/2018,11/13/2017,906961,696862.0,690905.0,"DSF: 0000761351, 0000783974, 0000783975, 0000783976",False
14,K650,WILLIAMSBURG HS FOR ARCH & DES,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,04/10/2017,01/15/2018,08/04/2017,35000,34732.0,34732.0,DSF: 0000844381,False
14,K673,P.S. 18 - BROOKLYN,SCA CIP,STANDALONE GYM ANNEX,Scope,Complete,07/06/2017,10/05/2017,07/27/2017,96673,244570.0,54295.0,DSF: 0000866744,False
14,K673,P.S. 18 - BROOKLYN,SCA CIP,STANDALONE GYM ANNEX,Design,Complete,07/28/2017,12/29/2017,11/07/2017,386691,303332.0,35316.0,DSF: 0000866744,False
14,K778,EL PUENTE ACADEMY - BROOKLYN,SCA CIP,MASONRY/WINDOWS/PARAPETS/ROOFS,Scope,Complete,11/24/2014,04/13/2015,04/30/2015,83126,77996.0,41611.0,"DSF: 0000797939, 0000797940, 0000797941, 0000822118",False
14,K778,EL PUENTE ACADEMY - BROOKLYN,SCA CIP,MASONRY/WINDOWS/PARAPETS/ROOFS,Design,Complete,06/08/2015,11/06/2015,11/18/2015,319214,229218.0,174853.0,"DSF: 0000797939, 0000797940, 0000797941, 0000822118",False
8,X450,GATEWAY SCH FOR RES & TECH - X,SCA CIP,CTF-ROOM CONVERISON,Design,Complete,03/20/2015,08/19/2015,03/10/2017,85794,55810.0,54215.0,DSF: 0000821580,False
8,X450,BRONX COMMUNITY HIGH SCHOOL,SCA CIP,IP SURVEILLANCE CAMERAS,Scope,Complete,07/12/2016,11/10/2016,01/25/2017,9656,6736.0,6736.0,DSF: 0000843860,False
8,X450,BRONX COMMUNITY HIGH SCHOOL,SCA CIP,IP SURVEILLANCE CAMERAS,Design,Complete,01/25/2017,07/25/2017,05/15/2017,35406,27038.0,27038.0,DSF: 0000843860,False
8,X450,MILLENIUM ART ACADEMY - BRONX,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Scope,Complete,05/30/2017,11/30/2017,08/08/2017,23988,42555.0,16050.0,DSF: 0000866285,False
8,X450,MILLENIUM ART ACADEMY - BRONX,SCA IEH,"IEH PO18-RMS 423 BACK WALL,483,497 INNER OFFICE,40",Construction,Complete,05/31/2017,IEH,07/30/2017,IEH,124145.0,7348.0,DSF: 0000047047,False
8,X450,GATEWAY SCH FOR RES & TECH - X,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,Complete,02/10/2017,06/05/2017,06/05/2017,DOES,226735.0,226735.0,DSF: 0000820322,False
8,X650,SCHOOL FOR TOURISM AND HSPTLTY,SCA CIP,ELECTRICAL SYSTEMS,Scope,Complete,05/16/2017,09/15/2017,07/20/2017,5812,7002.0,7002.0,DSF: 0000864303,False
8,X650,SCHOOL FOR TOURISM AND HSPTLTY,SCA CIP,ELECTRICAL SYSTEMS,Design,Complete,08/02/2017,01/05/2018,11/28/2017,21311,28070.0,28070.0,DSF: 0000864303,False
8,X650,SCHL FOR TURSM AND HOSPITALITY,SCA CIP RESOA,FY16 RESO A ROOM CONVERSIONS / LEARNING KITCHEN,Scope,Complete,01/19/2016,05/18/2016,06/27/2016,0,42754.0,37401.0,DSF: 0000822711,False
9,X002,BRONX CNTR FOR SCIENCE & MATH,SCA CIP,PLANYC BOILER CONVERSION/PLANYC CLIMATE CTRL,Scope,Complete,09/28/2016,03/06/2017,11/16/2016,86205,70939.0,66813.0,"DSF: 0000798315, 0000798318",False
9,X002,BRONX CNTR FOR SCIENCE & MATH,SCA CIP,PLANYC BOILER CONVERSION/PLANYC CLIMATE CTRL,Design,Complete,11/22/2016,04/26/2017,06/15/2017,344820,219565.0,219565.0,"DSF: 0000798315, 0000798318",False
9,X002,BRONX CNTR FOR SCIENCE & MATH,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,Complete,07/17/2017,11/16/2017,10/23/2017,0,12544.0,1616.0,DSF: 0000844234,False
9,X002,BRONX CNTR FOR SCIENCE & MATH,SCA IEH,"IEH PO18-3RD FL CORRIDOR,2ND FL STAIRWELL 5 FRONT",Construction,Complete,08/10/2017,IEH,12/23/2017,IEH,31780.0,2210.0,DSF: 0000048112,False
9,X004,P.S. 4 - BRONX,SCA IEH,IEH PO18-5TH FL STAFF BATHROOM WALL NEXT TO TOILET,Construction,Complete,09/12/2017,IEH,12/28/2017,IEH,12649.0,1006.0,DSF: 0000048606,False
9,X004,P.S. 4 - BRONX,SCA IEH,IEH PO18-TEACHER'S LOUNGE BATHROOM 403,Construction,Complete,09/14/2017,IEH,09/17/2017,IEH,16694.0,2930.0,DSF: 0000048647,False
9,X004,P.S. 4 - BRONX,SCA IEH,IEH PO18-3RD FL GIRLS BATHROOM & 4TH FL BOYS BATHR,Construction,Complete,12/19/2017,IEH,12/30/2017,IEH,1170.0,670.0,DSF: 0000049845,False
9,X011,P.S. 11 - BRONX,SCA CIP,DEFECTIVE RETAINING WALL & PAVEMENTS,Scope,Complete,09/14/2016,02/16/2017,01/18/2017,37500,57068.0,54846.0,DSF: 0000838987,False
9,X011,P.S. 11 - BRONX,SCA CIP,DEFECTIVE RETAINING WALL & PAVEMENTS,Design,Complete,03/16/2017,09/15/2017,06/01/2017,150000,134783.0,134711.0,DSF: 0000838987,False
9,X022,I.S. 22 - BRONX,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,Complete,08/24/2017,12/26/2017,09/21/2017,7089,2796.0,2796.0,DSF: 0000867070,False
9,X022,I.S. 22 - BRONX,SCA IEH,"IEH PO18-ROOMS 301,304",Construction,Complete,01/09/2017,IEH,07/02/2017,IEH,98855.0,6357.0,DSF: 0000044846,False
9,X028,P.S. 28 - BRONX,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,03/29/2017,DOEL,06/05/2017,DOEL,783.0,783.0,DSF:,False
9,X042,P.S. 42 - BRONX,SCA IEH,"IEH PO18-RMS 212,212A,FOYER",Construction,Complete,06/14/2017,IEH,08/05/2017,IEH,39983.0,4304.0,DSF: 0000047306,False
9,X042,P.S. 42 - BRONX,SCA IEH,IEH PO18-RMS 411 & 409,Construction,Complete,08/09/2017,IEH,10/22/2017,IEH,34857.0,3816.0,DSF: 0000048047,False
9,X042,P.S. 42 - BRONX,SCA IEH,IEH PO18-RM B-2,Construction,Complete,12/08/2017,IEH,12/10/2017,IEH,13580.0,2754.0,DSF: 0000049708,False
9,X042,P.S. 42 - BRONX,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,06/06/2017,DOEL,11/09/2017,DOEL,56296.0,56296.0,DSF:,False
9,X055,P.S. 55 - BRONX,SCA CIP,MASONRY/WINDOWS/ROOFS/PARAPETS,Scope,Complete,05/18/2015,11/19/2015,10/23/2015,237322,131191.0,130843.0,"DSF: 0000839643, 0000839644, 0000839645, 0000839646",False
9,X055,P.S. 55 - BRONX,SCA CIP,MASONRY/WINDOWS/ROOFS/PARAPETS,Design,Complete,12/08/2015,07/29/2016,06/29/2016,949289,414752.0,410195.0,"DSF: 0000839643, 0000839644, 0000839645, 0000839646",False
9,X055,P.S. 55 - BRONX,SCA IEH,"IEH PO18-RMS 301,314,324",Construction,Complete,05/08/2017,IEH,10/21/2017,IEH,103342.0,12010.0,DSF: 0000046592,False
9,X058,P.S. 58 - BRONX,SCA IEH,IEH PO18-RM 352,Construction,Complete,04/03/2017,IEH,07/15/2017,IEH,28427.0,3972.0,DSF: 0000045986,False
9,X058,P.S. 58 - BRONX,SCA IEH,IEH PO18-AUDITORIUM,Construction,Complete,04/03/2017,IEH,07/22/2017,IEH,25381.0,2252.0,DSF: 0000045956,False
9,X058,P.S. 58 - BRONX,SCA IEH,IEH PO18-RM 109,Construction,Complete,04/03/2017,IEH,07/29/2017,IEH,32532.0,2556.0,DSF: 0000046046,False
9,X063,P.S. 63 - BRONX,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,04/11/2017,07/11/2017,05/25/2017,17438,9894.0,9894.0,DSF: 0000861725,False
9,X063,P.S. 63 - BRONX,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Design,Complete,07/12/2017,12/13/2017,10/06/2017,69753,41092.0,40087.0,DSF: 0000861725,False
9,X063,MOTT HALL CHARTER SCHOOL,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/07/2017,07/07/2017,09/29/2017,100000,99250.0,99250.0,DSF: 0000845135,False
9,X063,MOTT HALL CHARTER SCHOOL,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/07/2017,07/07/2017,09/20/2017,75000,74438.0,74438.0,DSF: 0000845047,False
9,X070,P.S. 70 - BRONX,SCA CIP,EXT MASONRY/ROOFS/PARAPETS,Scope,Complete,05/15/2014,09/30/2014,09/24/2014,111904,164803.0,109231.0,"DSF: 0000794783, 0000817970, 0000821923",False
9,X070,P.S. 70 - BRONX,SCA CIP,EXT MASONRY/ROOFS/PARAPETS,Design,Complete,04/17/2015,09/17/2015,09/25/2015,437328,374117.0,261539.0,"DSF: 0000794783, 0000817970, 0000821923",False
9,X070,P.S. 70 - BRONX,SCA CIP RESOA,FY14 RESO A LIBRARY UPGRADE,Scope,Complete,03/06/2014,07/07/2014,06/11/2014,0,15881.0,13350.0,DSF: 0000798856,False
9,X070,P.S. 70 - BRONX,SCA CIP RESOA,FY14 RESO A LIBRARY UPGRADE,Design,Complete,07/15/2015,12/01/2015,12/29/2015,48000,35237.0,34666.0,DSF: 0000798856,False
1,M015,P.S. 15 - MANHATTAN,SCA CIP RESOA,FY17 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Scope,Complete,12/01/2017,04/04/2018,12/28/2017,0,1305.0,1305.0,DSF: 0000844885,False
1,M019,P.S. 19 - MANHATTAN,Trust For Public Lan,FY18 RESO A PLAYGROUNDS,Scope,Complete,05/01/2017,11/01/2017,10/01/2017,82500,82500.0,0.0,DSF: 0000867348,False
1,M019,P.S. 19 - MANHATTAN,Trust For Public Lan,FY18 RESO A PLAYGROUNDS,Design,Complete,01/15/2017,12/01/2017,11/15/2017,247500,247500.0,0.0,DSF: 0000867348,False
1,M025,MARTE VALLE HS - MANHATTAN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/21/2017,07/21/2017,10/09/2017,100000,99003.0,99003.0,DSF: 0000845032,False
1,M056,J.H.S. 292 - MANHATTAN,SCA CIP,ROOFS,Scope,Complete,05/02/2017,09/15/2017,08/24/2017,60837,14706.0,14706.0,DSF: 0000852643,False
1,M060,EAST SIDE COMMUNITY SCHOOL,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/08/2017,01/15/2018,08/02/2017,100000,99245.0,99245.0,DSF: 0000844387,False
1,M061,P.S. 361 - MANHATTAN,Trust For Public Lan,FY17 RESO A PLAYGROUND REDEVELOPMENT,Scope,Complete,04/01/2016,10/01/2016,09/01/2016,22300,22300.0,22300.0,DSF: 0000844213,False
1,M061,P.S. 361 - MANHATTAN,Trust For Public Lan,FY17 RESO A PLAYGROUND REDEVELOPMENT,Design,Complete,10/19/2016,12/15/2016,12/15/2016,89200,89200.0,89200.0,DSF: 0000844213,False
1,M063,P.S. 63 - MANHATTAN,SCA CIP RESOA,FY09 RESO A- KITCHEN AREAS,Scope,Complete,01/19/2011,06/20/2011,08/02/2011,0,29317.0,29317.0,DSF: 0000731083,False
1,M063,P.S. 63 - MANHATTAN,SCA CIP RESOA,FY09 RESO A- KITCHEN AREAS,Design,Complete,08/14/2013,02/06/2014,05/15/2014,59156,124253.0,122862.0,DSF: 0000731083,True
1,M063,P.S. 63 - MANHATTAN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,03/01/2017,DOEL,08/09/2017,DOEL,1112.0,1112.0,DSF:,False
1,M064,I.S. 839 - MANHATTAN,SCA IEH,IEH PO18-LUNCHROOM OFFICE & ROOM 120,Construction,Complete,08/09/2017,IEH,11/04/2017,IEH,33781.0,2984.0,DSF: 0000048046,False
1,M097,BARD COLLEGE HS - MANHATTAN,SCA CIP,NON-SANDY:MASONRY/ROOF/PARAPET/SANDY FLOOD/MSNRY,Scope,Complete,11/27/2013,04/16/2014,08/22/2014,127500,198340.0,192359.0,"DSF: 0000798565, 0000808949, 0000808951, 0000808952, 0000821636",False
1,M097,BARD COLLEGE HS - MANHATTAN,SCA CIP,NON-SANDY:MASONRY/ROOF/PARAPET/SANDY FLOOD/MSNRY,Design,Complete,12/15/2014,05/18/2015,05/04/2015,494130,456673.0,433198.0,"DSF: 0000798565, 0000808949, 0000808951, 0000808952, 0000821636",False
1,M110,P.S. 110 - MANHATTAN,SCA IEH,IEH PO18-ROOMS 400 & 403A,Construction,Complete,05/18/2017,IEH,07/09/2017,IEH,31964.0,3886.0,DSF: 0000046853,False
1,M110,P.S. 110 - MANHATTAN,SCA IEH,"IEH PO18-ROOMS: 502,507 AND 509",Construction,Complete,11/24/2017,IEH,12/17/2017,IEH,31349.0,1338.0,DSF: 0000049426,False
1,M134,P.S. 134 - MANHATTAN,SCA IEH,IEH PO18-2ND FL CORRIDOR NEAR GYM,Construction,Complete,05/15/2017,IEH,07/15/2017,IEH,25128.0,2234.0,DSF: 0000046747,False
1,M134,P.S. 134 - MANHATTAN,DIIT - PBX Telephone,NEW/RETROFIT TELEPHONE/INTERCOM SYS,Purch & Install,Complete,07/01/2017,10/24/2017,10/24/2017,DIIX,244033.0,244033.0,DSF: 0000867086,False
1,M140,P.S. 140 - MANHATTAN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/19/2017,07/19/2017,10/05/2017,100000,99245.0,99245.0,DSF: 0000845033,False
1,M142,P.S. 142 - MANHATTAN,SCA CIP,PLAY YARD SINKHOLE,Scope,Complete,07/30/2015,02/02/2016,09/01/2015,40320,15849.0,15849.0,DSF: 0000809493,False
1,M142,P.S. 142 - MANHATTAN,SCA CIP,PLAY YARD SINKHOLE,Design,Complete,10/02/2015,06/30/2016,02/17/2016,161280,67319.0,67203.0,DSF: 0000809493,False
1,M142,P.S. 142 - MANHATTAN,SCA IEH,IEH PO18-MAIN OFFICE & PRINCIPAL'S OFFICE,Construction,Complete,03/08/2017,IEH,07/16/2017,IEH,40043.0,2026.0,DSF: 0000045611,False
