project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_phase_actual_start_date,project_phase_planned_end_date,project_phase_actual_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure,project_type_SCA,project_type_CIP,project_type_DIIT,project_type_DOE,project_type_DOES,project_type_DOER,project_type_RESOA,project_type_IEH,project_type_PRE-K,project_type_DCAS,project_type_FAST_TRACK_PROJECTS,borough,over_budget_percentage,over_budget_amount,start_and_planned_end_diff
K460,MILLENIUM BROOKLYN HIGH SCHOOL,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-04-25,2018-01-15,10/10/2017,35000.0,34737.0,34737.0,DSF: 0000845206,False,0,0,1,0,0,0,1,0,0,0,0,brooklyn,1.0,263.0,265.0
K520,BROOKLYN FRONTIERS HIGH SCHOOL,SCA CIP,PUBLIC ADDRESS SYSTEM,Scope,2017-04-26,2017-07-26,05/30/2017,10228.0,6907.0,6907.0,DSF: 0000851197,False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,32.0,3321.0,91.0
K520,BROOKLYN FRONTIERS HIGH SCHOOL,SCA CIP,PUBLIC ADDRESS SYSTEM,Design,2017-07-13,2017-12-14,08/23/2017,37502.0,28731.0,28731.0,DSF: 0000851197,False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,23.0,8771.0,154.0
K557,P.S. @ 4302 4TH AVE - BROOKLYN,SCA Capacity,NEW SCHOOL (PHASE II),Scope,2017-06-12,2017-11-16,11/16/2017,1433375.0,1227898.0,819370.0,DSF: 0000798182,False,1,0,0,0,0,0,0,0,0,0,0,brooklyn,43.0,614005.0,157.0
K557,P.S. @ 4302 4TH AVE - BROOKLYN,SCA Capacity,STABILIZATION,Scope,2017-04-10,2017-04-10,04/10/2017,15000.0,0.0,0.0,DSF: 0000798182,True,1,0,0,0,0,0,0,0,0,0,0,brooklyn,100.0,15000.0,0.0
K557,P.S. @ 4302 4TH AVE - BROOKLYN,SCA Capacity,STABILIZATION,Design,2017-04-10,2017-04-10,04/10/2017,48000.0,0.0,0.0,DSF: 0000798182,False,1,0,0,0,0,0,0,0,0,0,0,brooklyn,100.0,48000.0,0.0
K557,P.S. @ 4302 4TH AVE - BROOKLYN,SCA CIP,DEMOLITION,Scope,2017-08-14,2017-08-14,08/14/2017,83311.0,1190.0,1190.0,DSF: 0000798182,True,1,1,0,0,0,0,0,0,0,0,0,brooklyn,99.0,82121.0,0.0
K564,BUSHWICK COMMUNITY HS - BROOKL,SCA CIP,DEMOLITION FOR BUSHWICK COMMUNITY HS,Scope,2014-04-29,2014-07-30,12/04/2014,23523.0,13669.0,6356.0,DSF: 0000010242,False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,73.0,17167.0,92.0
K564,BUSHWICK COMMUNITY HS - BROOKL,SCA CIP,DEMOLITION FOR BUSHWICK COMMUNITY HS,Design,2014-12-04,2015-04-06,12/21/2016,94093.0,151356.0,124928.0,DSF: 0000010242,True,1,1,0,0,0,0,0,0,0,0,0,brooklyn,-33.0,-30835.0,123.0
K564,SUNSET PARK HS - BROOKLYN,SCA CIP RESOA,FY17 RESO A LIBRARY UPGRADES,Scope,2017-01-20,2017-03-20,02/23/2017,0.0,10675.0,855.0,DSF: 0000844175,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,-inf,-855.0,59.0
K655,BROOKLYN HS OF THE ARTS,SCA CIP,ANSUL SYS/FIRE ALARM/MECHANICAL SYS - VENTILATION,Scope,2013-07-22,2013-10-21,12/03/2013,23020.0,72094.0,72094.0,"DSF: 0000752882, 0000784010, 0000799355",True,1,1,0,0,0,0,0,0,0,0,0,brooklyn,-213.0,-49074.0,91.0
K655,BROOKLYN HS OF THE ARTS,SCA CIP,ANSUL SYS/FIRE ALARM/MECHANICAL SYS - VENTILATION,Design,2013-12-11,2014-06-16,07/08/2015,90493.0,218313.0,207685.0,"DSF: 0000752882, 0000784010, 0000799355",True,1,1,0,0,0,0,0,0,0,0,0,brooklyn,-130.0,-117192.0,187.0
K655,BROOKLYN HS OF THE ARTS,SCA CIP,DAMAGED EXTERIOR WALLS/ROOFS,Scope,2013-12-18,2014-05-06,10/14/2014,98655.0,93888.0,37156.0,"DSF: 0000761374, 0000807302",False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,62.0,61499.0,139.0
K655,BROOKLYN HS OF THE ARTS,SCA CIP,DAMAGED EXTERIOR WALLS/ROOFS,Design,2014-11-24,2015-04-28,04/24/2015,394620.0,368801.0,342675.0,"DSF: 0000761374, 0000807302",False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,13.0,51945.0,155.0
K655,BROOKLYN HS OF THE ARTS,SCA CIP,DAMAGED EXTERIOR WALLS/ROOFS,Construction,2015-07-22,2016-10-13,11/20/2017,7399126.0,7609593.0,6551627.0,"DSF: 0000761374, 0000807302",False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,11.0,847499.0,449.0
K655,BROOKLYN HS OF THE ARTS,SCA CIP,DAMAGED EXTERIOR WALLS/ROOFS,"CM, F&E",2015-07-22,2016-10-13,11/20/2017,460390.0,342708.0,316031.0,"DSF: 0000761374, 0000807302",False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,31.0,144359.0,449.0
K655,I.S. 447 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-05-26,2018-01-15,09/25/2017,100000.0,99249.0,99249.0,DSF: 0000844290,False,0,0,1,0,0,0,1,0,0,0,0,brooklyn,1.0,751.0,234.0
K656,BROOKLYN HS OF THE ARTS,SCA CIP,FIRE ALARM/FIRE PROTECTION SYSTEM - SPRINKLERS,Scope,2013-07-22,2013-10-21,12/03/2013,58741.0,33801.0,33801.0,"DSF: 0000784014, 0000784033",False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,42.0,24940.0,91.0
K656,BROOKLYN HS OF THE ARTS,SCA CIP,FIRE ALARM/FIRE PROTECTION SYSTEM - SPRINKLERS,Design,2013-12-11,2014-06-16,07/08/2015,234965.0,150210.0,142112.0,"DSF: 0000784014, 0000784033",False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,40.0,92853.0,187.0
K656,BROOKLYN HS OF THE ARTS,SCA CIP,PLANYC BOILER CONVERSION/PLANYC CLIMATE CTRL,Scope,2017-05-18,2017-10-19,07/18/2017,119175.0,81662.0,74232.0,"DSF: 0000784013, 0000798263",False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,38.0,44943.0,154.0
K661,PRE-K CENTER @ 219 25TH STREET,PRE-K,LEASE,Scope,2015-07-06,2015-07-30,07/31/2015,211610.0,144313.0,143999.0,DSF: 0000822214,False,0,0,0,0,0,0,0,0,1,0,0,brooklyn,32.0,67611.0,24.0
K661,PRE-K CENTER @ 219 25TH STREET,PRE-K,LEASE,Design,2015-08-03,2015-10-26,01/06/2016,677152.0,773537.0,700491.0,DSF: 0000822214,False,0,0,0,0,0,0,0,0,1,0,0,brooklyn,-3.0,-23339.0,84.0
K661,PRE-K CENTER @ 219 25TH STREET,PRE-K,LEASE,Construction,2016-04-20,2017-06-13,09/06/2017,9497057.0,8866654.0,8586754.0,DSF: 0000822214,False,0,0,0,0,0,0,0,0,1,0,0,brooklyn,10.0,910303.0,419.0
M043,I.S. 286 - MANHATTAN,SCA CIP,WINDOWS/EXT MASONRY/ROOFS/PARAPETS,Scope,2017-03-30,2017-08-14,09/14/2017,314287.0,52906.0,39241.0,"DSF: 0000852467, 0000852469, 0000852470, 0000868146",False,1,1,0,0,0,0,0,0,0,0,0,manhattan,88.0,275046.0,137.0
M043,I.S. 367 - MANHATTAN,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,2017-11-17,2018-03-22,11/29/2017,8571.0,1282.0,1282.0,DSF: 0000867040,False,1,1,0,0,0,0,0,0,0,0,0,manhattan,85.0,7289.0,125.0
M043,I.S. 286 - MANHATTAN,Fast Track Projects,CTF-ROOM CONVERSION,Construction,2017-03-15,,09/29/2017,,157538.0,85134.0,DSF: 0000844156,False,0,0,0,0,0,0,0,0,0,0,0,manhattan,,,
M043,I.S. 286 - MANHATTAN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-05-19,2018-01-15,09/29/2017,75000.0,74435.0,74435.0,DSF: 0000845242,False,0,0,1,0,0,0,1,0,0,0,0,manhattan,1.0,565.0,241.0
M092,P.S. 92 - MANHATTAN,SCA CIP,COLLASPED WALL,Scope,2014-10-31,2015-02-05,02/26/2015,20741.0,27154.0,27154.0,DSF: 0000801028,False,1,1,0,0,0,0,0,0,0,0,0,manhattan,-31.0,-6413.0,97.0
M092,P.S. 92 - MANHATTAN,SCA IEH,IEH PO18-ROOM 119 AND 121,Construction,2017-08-11,,10/07/2017,,47973.0,4210.0,DSF: 0000048109,False,1,0,0,0,0,0,0,1,0,0,0,manhattan,,,
M123,P.S. 123 - MANHATTAN,SCA CIP,FLOOD ELIMINATION,Scope,2014-11-14,2015-04-03,03/25/2015,72225.0,50102.0,49977.0,DSF: 0000785880,False,1,1,0,0,0,0,0,0,0,0,0,manhattan,31.0,22248.0,140.0
M123,P.S. 123 - MANHATTAN,SCA CIP,FLOOD ELIMINATION,Design,2015-04-28,2015-09-28,12/10/2015,288900.0,224637.0,212656.0,DSF: 0000785880,False,1,1,0,0,0,0,0,0,0,0,0,manhattan,26.0,76244.0,153.0
M123,P.S. 123 - MANHATTAN,SCA IEH,"IEH PO18-ROOMS: 322,324,326,337,336,338,340,341",Construction,2017-07-14,,07/18/2017,,75763.0,12588.0,DSF: 0000047685,False,1,0,0,0,0,0,0,1,0,0,0,manhattan,,,
M125,P.S. 125 - MANHATTAN,SCA CIP,ROOFS,Scope,2017-09-20,2018-02-20,12/08/2017,55802.0,65824.0,23147.0,DSF: 0000046511,False,1,1,0,0,0,0,0,0,0,0,0,manhattan,59.0,32655.0,153.0
M125,I.S. 362 - MANHATTAN,SCA IEH,IEH PO18-CAFETERIA FLOOR,Construction,2014-06-30,,09/30/2017,,306.0,306.0,DSF: 0000030955,False,1,0,0,0,0,0,0,1,0,0,0,manhattan,,,
M125,I.S. 362 - MANHATTAN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-05-26,2018-01-15,09/01/2017,50000.0,49619.0,49619.0,DSF: 0000845239,False,0,0,1,0,0,0,1,0,0,0,0,manhattan,1.0,381.0,234.0
M125,P.S. 125 - MANHATTAN,DOE- RESOA,FY17 RESO A SCIENCE LAB UPGRADES,Construction,2017-01-04,2017-11-15,11/15/2017,100000.0,100000.0,888.0,DSF: 0000844195,False,0,0,0,1,0,0,1,0,0,0,0,manhattan,99.0,99112.0,315.0
M129,P.S. 129 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADES,Scope,2015-03-05,2015-06-18,06/19/2015,23463.0,18083.0,18083.0,DSF: 0000821657,False,1,1,0,0,0,0,0,0,0,0,0,manhattan,23.0,5380.0,105.0
M129,P.S. 129 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADES,Design,2015-07-01,2015-12-03,08/03/2016,86031.0,93944.0,93944.0,DSF: 0000821657,False,1,1,0,0,0,0,0,0,0,0,0,manhattan,-9.0,-7913.0,155.0
M129,P.S. 129 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADES,Construction,2016-10-17,2017-07-13,07/14/2017,911147.0,819588.0,748624.0,DSF: 0000821657,False,1,1,0,0,0,0,0,0,0,0,0,manhattan,18.0,162523.0,269.0
M129,P.S. 129 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADES,"CM, F&E",2016-10-17,2017-07-13,07/14/2017,253268.0,265500.0,263467.0,DSF: 0000821657,False,1,1,0,0,0,0,0,0,0,0,0,manhattan,-4.0,-10199.0,269.0
M133,P.S. 133 - MANHATTAN,SCA IEH,IEH PO18-AUDITORIUM,Construction,2017-11-17,,11/19/2017,,28098.0,3396.0,DSF: 0000049445,False,1,0,0,0,0,0,0,1,0,0,0,manhattan,,,
M136,I.S. 302 - MANHATTAN,SCA CIP,ENY PLAYGROUND UPGRADE,Scope,2017-02-16,2017-04-14,03/22/2017,26877.0,32673.0,16083.0,DSF: 0000865810,False,1,1,0,0,0,0,0,0,0,0,0,manhattan,40.0,10794.0,57.0
M136,EAGLE ACADEMY FOR YOUNG MEN,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Scope,2016-01-11,2016-05-11,02/24/2016,0.0,10606.0,10606.0,DSF: 0000822322,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,-inf,-10606.0,121.0
M136,EAGLE ACADEMY FOR YOUNG MEN,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Design,2016-05-09,2016-10-07,10/18/2016,22996.0,54782.0,41563.0,DSF: 0000822322,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,-81.0,-18567.0,151.0
M136,EAGLE ACADEMY FOR YOUNG MEN,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Construction,2017-03-24,2017-10-19,09/28/2017,337275.0,269151.0,179383.0,DSF: 0000822322,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,47.0,157892.0,209.0
M136,EAGLE ACADEMY FOR YOUNG MEN,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,"CM, F&E",2017-03-24,2017-10-19,09/28/2017,22996.0,44141.0,31285.0,DSF: 0000822322,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,-36.0,-8289.0,209.0
M136,MOTT HALL HS - MANHATTAN,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,2017-02-02,,07/11/2017,200000.0,200000.0,100000.0,DSF: 0000844400,False,1,0,0,0,0,0,0,0,0,0,0,manhattan,50.0,100000.0,
M154,P.S. 154 - MANHATTAN,Trust For Public Lan,FY16 RESO A PLAYGROUND REDEVELOPMENT,Scope,2016-01-01,2017-05-30,06/01/2017,50000.0,50000.0,50000.0,DSF: 0000822305,False,0,0,0,0,0,0,0,0,0,0,0,manhattan,0.0,0.0,515.0
M154,P.S. 154 - MANHATTAN,Trust For Public Lan,FY16 RESO A PLAYGROUND REDEVELOPMENT,Design,2016-01-01,2017-05-15,06/01/2017,150000.0,150000.0,150000.0,DSF: 0000822305,False,0,0,0,0,0,0,0,0,0,0,0,manhattan,0.0,0.0,500.0
M154,P.S. 154 - MANHATTAN,Trust For Public Lan,FY16 RESO A PLAYGROUND REDEVELOPMENT,Construction,2017-06-01,2017-12-31,10/30/2017,500000.0,500000.0,500000.0,DSF: 0000822305,False,0,0,0,0,0,0,0,0,0,0,0,manhattan,0.0,0.0,213.0
M154,P.S. 154 - MANHATTAN,Trust For Public Lan,FY16 RESO A PLAYGROUND REDEVELOPMENT,F&E,2017-01-01,2017-06-01,06/01/2017,134000.0,134000.0,134000.0,DSF: 0000822305,False,0,0,0,0,0,0,0,0,0,0,0,manhattan,0.0,0.0,151.0
M175,P.S. 175 HENRY H GARNET - M,SCA CIP RESOA,FY17 RESO A GYMNASIUM UPGRADE,Scope,2017-01-20,2017-03-20,03/15/2017,0.0,11028.0,11028.0,DSF: 0000844198,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,-inf,-11028.0,59.0
M175,P.S. 175 HENRY H GARNET - M,SCA CIP RESOA,FY17 RESO A GYMNASIUM UPGRADE,Design,2017-03-15,2017-07-28,05/17/2017,22200.0,31857.0,30239.0,DSF: 0000844198,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,-36.0,-8039.0,135.0
M194,P.S. 194 - MANHATTAN,SCA CIP RESOA,FY17 RESO A LIBRARY UPGRADES,Scope,2017-01-27,2017-03-27,04/03/2017,0.0,3160.0,3160.0,DSF: 0000844200,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,-inf,-3160.0,59.0
M194,P.S. 194 - MANHATTAN,SCA CIP RESOA,FY17 RESO A LIBRARY UPGRADES,Design,2017-04-03,2017-08-16,05/15/2017,33000.0,12639.0,12639.0,DSF: 0000844200,False,1,1,0,0,0,0,1,0,0,0,0,manhattan,62.0,20361.0,135.0
M195,I.S. 195 - MANHATTAN,SCA CIP,ROOFS,Scope,2013-08-05,2013-12-20,03/25/2014,25096.0,64721.0,64721.0,DSF: 0000764102,True,1,1,0,0,0,0,0,0,0,0,0,manhattan,-158.0,-39625.0,137.0
M195,I.S. 195 - MANHATTAN,SCA CIP,ROOFS,Design,2016-03-02,2016-08-01,04/14/2016,100385.0,273844.0,131226.0,DSF: 0000764102,False,1,1,0,0,0,0,0,0,0,0,0,manhattan,-31.0,-30841.0,152.0
M195,NEW DESIGN MIDDLE SCHOOL - M,Fast Track Projects,CTF ROOM CONVERSION,Construction,2017-01-13,,09/25/2017,,439041.0,370007.0,DSF: 0000844165,False,0,0,0,0,0,0,0,0,0,0,0,manhattan,,,
M195,NEW DESIGN MIDDLE SCHOOL - MAN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-06-21,2017-07-21,09/18/2017,35000.0,34723.0,34723.0,DSF: 0000845244,False,0,0,1,0,0,0,1,0,0,0,0,manhattan,1.0,277.0,30.0
M197,P.S. 197 - MANHATTAN,DOE- RESOA,FY17 RESO A SCIENCE LAB UPGRADES,Construction,2017-07-17,2017-11-15,11/15/2017,122721.0,122721.0,122721.0,DSF: 0000844201,False,0,0,0,1,0,0,1,0,0,0,0,manhattan,0.0,0.0,121.0
M197,P.S. 197 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-04-07,2017-06-19,06/19/2017,,88466.0,88466.0,DSF: 0000810070,False,0,0,0,1,1,0,0,0,0,0,0,manhattan,,,73.0
M223,I.S. 223 - MANHATTAN,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,2017-02-02,,10/19/2017,100000.0,100000.0,99895.0,DSF: 0000844428,False,1,0,0,0,0,0,0,0,0,0,0,manhattan,0.0,105.0,
M371,P.S. 318 - MANHATTAN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-06-21,2017-07-21,09/01/2017,100000.0,99249.0,99249.0,DSF: 0000844670,False,0,0,1,0,0,0,1,0,0,0,0,manhattan,1.0,751.0,30.0
M484,TEACHER'S COLLEGE COMMUNITY SC,SCA Lease Site Impro,LEASE,Scope,2017-08-10,2017-11-22,11/20/2017,31250.0,1294.0,1294.0,DSF: 0000866751,False,1,0,0,0,0,0,0,0,0,0,0,manhattan,96.0,29956.0,104.0
M501,URBAN ASMBLY SCHL GLOBAL COMM,SCA CIP,FACADE/PAVED AREAS CONCRETE,Scope,2016-11-16,2017-04-05,04/07/2017,138896.0,200876.0,100022.0,"DSF: 0000854533, 0000888807",False,1,1,0,0,0,0,0,0,0,0,0,manhattan,28.000000000000004,38874.0,140.0
M501,URBAN ASMBLY SCHL GLOBAL COMM,SCA CIP,FACADE/PAVED AREAS CONCRETE,Design,2017-06-07,2017-11-07,11/14/2017,555585.0,321374.0,287468.0,"DSF: 0000854533, 0000888807",False,1,1,0,0,0,0,0,0,0,0,0,manhattan,48.0,268117.0,153.0
M501,THE URBAN ASSEMBLY SCHOOL,Fast Track Projects,CTF ROOM CONVERSION,Construction,2017-01-17,,10/02/2017,,553656.0,376442.0,DSF: 0000844115,False,0,0,0,0,0,0,0,0,0,0,0,manhattan,,,
K661,PRE-K CENTER @ 219 25TH STREET,PRE-K,LEASE,"CM, F&E",2016-04-20,2017-06-13,09/06/2017,1337375.0,778314.0,604878.0,DSF: 0000822214,False,0,0,0,0,0,0,0,0,1,0,0,brooklyn,55.00000000000001,732497.0,419.0
K682,P.S. @ 736 48TH ST - BROOKLYN,SCA Lease Site Impro,PHASE II WORK,Scope,2017-10-19,2017-11-22,11/20/2017,204342.0,52245.0,47266.0,DSF: 0000866093,False,1,0,0,0,0,0,0,0,0,0,0,brooklyn,77.0,157076.0,34.0
K682,P.S. @ 736 48TH ST - BROOKLYN,SCA Lease Site Impro,LEASE,Scope,2017-05-08,2017-05-08,05/08/2017,92112.0,5392.0,5392.0,DSF: 0000866093,True,1,0,0,0,0,0,0,0,0,0,0,brooklyn,94.0,86720.0,0.0
K682,P.S. @ 736 48TH ST - BROOKLYN,SCA Lease Site Impro,LEASE,Design,2017-05-10,2017-10-27,11/14/2017,294759.0,21564.0,21564.0,DSF: 0000866093,False,1,0,0,0,0,0,0,0,0,0,0,brooklyn,93.0,273195.0,170.0
K749,THE LITTLE BROOKLYN PRE-K CTR,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,2017-01-19,,11/29/2017,114000.0,114000.0,0.0,DSF: 0000844663,False,1,0,0,0,0,0,0,0,1,0,0,brooklyn,100.0,114000.0,
K763,THE LITTLE BROOKLYN PRE-K CTR,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,2017-01-19,,11/29/2017,114000.0,114000.0,0.0,DSF: 0000844666,False,1,0,0,0,0,0,0,0,1,0,0,brooklyn,100.0,114000.0,
K781,WEST BROOKLYN COMMUNITY HS - K,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-06-07,2017-07-07,09/13/2017,105000.0,104153.0,104153.0,DSF: 0000845213,False,0,0,1,0,0,0,1,0,0,0,0,brooklyn,1.0,847.0,30.0
K801,HEADQTRS 65 CNTRL ADMIN. - K,SCA CIP,FACADE/WINDOWS,Scope,2016-08-11,2017-01-31,12/19/2016,125618.0,74362.0,4837.0,"DSF: 0000851535, 0000867176",False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,96.0,120781.0,173.0
K801,HEADQTRS 65 CNTRL ADMIN. - K,SCA CIP,FACADE/WINDOWS,Design,2017-01-31,2017-06-30,07/17/2017,502472.0,234258.0,123404.0,"DSF: 0000851535, 0000867176",False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,75.0,379068.0,150.0
K834,P.S. 418 - BROOKLYN,SCA CIP,PUBLIC ADDRESS SYS REPLACEMENT/FA SYS REPLACEMENT,Scope,2015-04-17,2016-10-27,09/22/2016,36960.0,30388.0,19308.0,"DSF: 0000821881, 0000844164",False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,48.0,17652.0,559.0
K834,P.S. 418 - BROOKLYN,SCA CIP,PUBLIC ADDRESS SYS REPLACEMENT/FA SYS REPLACEMENT,Design,2016-09-26,2017-04-03,04/21/2017,135520.0,117984.0,112610.0,"DSF: 0000821881, 0000844164",False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,17.0,22910.0,189.0
K834,P.S. 372 -THE CHILDREN'S SCHOO,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,2016-06-17,2016-07-09,12/22/2017,35000.0,34737.0,34737.0,DSF: 0000823423,True,0,0,1,0,0,0,1,0,0,0,0,brooklyn,1.0,263.0,22.0
K834,K372 SPED - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-06-19,2017-07-19,10/16/2017,100000.0,99249.0,99249.0,DSF: 0000844319,False,0,0,1,0,0,0,1,0,0,0,0,brooklyn,1.0,751.0,30.0
K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Scope,2012-11-28,2014-04-23,06/23/2014,163930.0,270562.0,198976.0,"DSF: 0000761629, 0000775989, 0000784298, 0000784302, 0000807595, 0000807596, 0000807597",False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,-21.0,-35046.0,511.0
K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Design,2014-12-10,2015-05-13,08/24/2015,633240.0,615685.0,511766.0,"DSF: 0000761629, 0000775989, 0000784298, 0000784302, 0000807595, 0000807596, 0000807597",False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,19.0,121474.0,154.0
K845,P.S. 295 - BROOKLYN,SCA CIP RESOA,FY13 RESO A GYMNASIUM UPGRADE,Scope,2012-11-28,2014-04-23,06/23/2014,0.0,11237.0,10970.0,DSF: 0000754744,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,-inf,-10970.0,511.0
K845,P.S. 295 - BROOKLYN,SCA CIP RESOA,FY13 RESO A GYMNASIUM UPGRADE,Design,2014-12-10,2015-05-13,08/24/2015,43844.0,151067.0,113304.0,DSF: 0000754744,True,1,1,0,0,0,0,1,0,0,0,0,brooklyn,-158.0,-69460.0,154.0
K845,I.S. 443 - BROOKLYN,SCA IEH,IEH PO18-RM 301,Construction,2017-08-12,,08/13/2017,,14336.0,1348.0,DSF: 0000048167,False,1,0,0,0,0,0,0,1,0,0,0,brooklyn,,,
K845,I.S. 443 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-05-01,2018-01-15,09/20/2017,35000.0,34734.0,34734.0,DSF: 0000845211,False,0,0,1,0,0,0,1,0,0,0,0,brooklyn,1.0,266.0,259.0
K005,P.S. 5 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-05-19,2018-01-15,10/16/2017,180000.0,178629.0,178629.0,DSF: 0000845295,False,0,0,1,0,0,0,1,0,0,0,0,brooklyn,1.0,1371.0,241.0
K021,P.S. 21 - BROOKLYN,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEMS,Scope,2015-07-31,2015-10-30,12/01/2015,15555.0,11338.0,11338.0,DSF: 0000801513,False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,27.0,4217.0,91.0
K021,P.S. 21 - BROOKLYN,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEMS,Design,2016-01-13,2016-06-14,06/03/2016,62220.0,44876.0,44876.0,DSF: 0000801513,False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,28.000000000000004,17344.0,153.0
K021,P.S. 21 - BROOKLYN,SCA IEH,IEH PO18-NEW WING CORRIDORS ON 2ND FLR & 1ST FLR,Construction,2017-04-07,,07/30/2017,,146592.0,15999.0,DSF: 0000046188,False,1,0,0,0,0,0,0,1,0,0,0,brooklyn,,,
K025,P.S. 25 - BROOKLYN,SCA CIP,ROOFS/PARAPETS/EXT MASONRY/EXT DOORS,Scope,2013-07-18,2013-12-04,10/22/2013,102962.0,155783.0,155167.0,"DSF: 0000755761, 0000755762, 0000755763, 0000798635",False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,-51.0,-52205.0,139.0
K025,P.S. 25 - BROOKLYN,SCA CIP,ROOFS/PARAPETS/EXT MASONRY/EXT DOORS,Design,2013-10-31,2014-04-07,03/24/2014,406183.0,329842.0,329722.0,"DSF: 0000755761, 0000755762, 0000755763, 0000798635",False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,19.0,76461.0,158.0
K025,P.S. 25 - BROOKLYN,SCA IEH,"IEH PO18-RMS 304,307,309,317 & 318",Construction,2017-06-16,,07/15/2017,,52469.0,9063.0,DSF: 0000047345,False,1,0,0,0,0,0,0,1,0,0,0,brooklyn,,,
K025,P.S. 25 - BROOKLYN,SCA IEH,"IEH PO18-RMS 304,307,309,317,318",Construction,2017-07-03,,07/10/2017,,2008.0,2008.0,DSF: 0000047465,False,1,0,0,0,0,0,0,1,0,0,0,brooklyn,,,
K025,P.S. 25 - BROOKLYN,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,2017-01-19,,09/14/2017,100000.0,100000.0,100000.0,DSF: 0000844331,False,1,0,0,0,0,0,0,0,0,0,0,brooklyn,0.0,0.0,
